scenario,policy,seed,delta_hedged_pnl,delta_fee_revenue,delta_lvr,delta_volume,delta_normal_hedged_pnl,delta_toxic_hedged_pnl
campbell_rl_normal,fixed_10bps,5389,-0.2153,-0.2232,-0.0079,-552.4541,-0.2153,0.0000
campbell_rl_normal,fixed_10bps,5390,-0.2175,-0.2108,0.0067,-558.0171,-0.2175,0.0000
campbell_rl_normal,fixed_10bps,5391,-0.2202,-0.2192,0.0010,-551.0163,-0.2202,0.0000
campbell_rl_normal,fixed_10bps,5392,-0.2136,-0.2203,-0.0067,-548.0048,-0.2136,0.0000
campbell_rl_normal,fixed_10bps,5393,-0.2133,-0.2159,-0.0026,-555.7502,-0.2133,0.0000
campbell_rl_normal,fixed_10bps,5394,-0.2117,-0.2121,-0.0004,-551.4615,-0.2117,0.0000
campbell_rl_normal,fixed_10bps,5395,-0.2130,-0.2068,0.0062,-550.0323,-0.2130,0.0000
campbell_rl_normal,fixed_10bps,5396,-0.2140,-0.2063,0.0076,-553.7616,-0.2140,0.0000
campbell_rl_normal,fixed_10bps,5397,-0.2156,-0.2185,-0.0029,-544.8283,-0.2156,0.0000
campbell_rl_normal,fixed_10bps,5398,-0.2103,-0.2094,0.0009,-542.9254,-0.2103,0.0000
campbell_rl_normal,fixed_10bps,5399,-0.2158,-0.2072,0.0086,-554.6375,-0.2158,0.0000
campbell_rl_normal,fixed_10bps,5400,-0.2271,-0.2328,-0.0057,-566.2731,-0.2271,0.0000
campbell_rl_normal,fixed_10bps,5401,-0.2118,-0.2112,0.0005,-551.0037,-0.2118,0.0000
campbell_rl_normal,fixed_10bps,5402,-0.2093,-0.2208,-0.0115,-552.3829,-0.2093,0.0000
campbell_rl_normal,fixed_10bps,5403,-0.1999,-0.1871,0.0128,-540.2820,-0.1999,0.0000
campbell_rl_normal,fixed_10bps,5404,-0.2215,-0.2287,-0.0073,-561.3690,-0.2215,0.0000
campbell_rl_normal,fixed_10bps,5405,-0.2101,-0.2148,-0.0047,-543.4298,-0.2101,0.0000
campbell_rl_normal,fixed_10bps,5406,-0.2182,-0.2146,0.0036,-554.9762,-0.2182,0.0000
campbell_rl_normal,fixed_10bps,5407,-0.2211,-0.2132,0.0079,-554.9141,-0.2211,0.0000
campbell_rl_normal,fixed_10bps,5408,-0.2157,-0.2203,-0.0045,-551.0273,-0.2157,0.0000
campbell_rl_normal,fixed_10bps,5409,-0.2172,-0.2160,0.0012,-560.4011,-0.2172,0.0000
campbell_rl_normal,fixed_10bps,5410,-0.2168,-0.2024,0.0144,-553.0183,-0.2168,0.0000
campbell_rl_normal,fixed_10bps,5411,-0.2212,-0.2172,0.0041,-563.7218,-0.2212,0.0000
campbell_rl_normal,fixed_10bps,5412,-0.2155,-0.2169,-0.0013,-552.5729,-0.2155,0.0000
campbell_rl_normal,fixed_10bps,5413,-0.2213,-0.2171,0.0042,-557.0121,-0.2213,0.0000
campbell_rl_normal,fixed_10bps,5414,-0.2270,-0.2333,-0.0063,-567.5663,-0.2270,0.0000
campbell_rl_normal,fixed_10bps,5415,-0.2117,-0.2171,-0.0054,-552.7229,-0.2117,0.0000
campbell_rl_normal,fixed_10bps,5416,-0.2104,-0.2020,0.0085,-548.7069,-0.2104,0.0000
campbell_rl_normal,fixed_10bps,5417,-0.2219,-0.2114,0.0105,-554.0897,-0.2219,0.0000
campbell_rl_normal,fixed_10bps,5418,-0.2290,-0.2273,0.0016,-568.8721,-0.2290,0.0000
campbell_rl_normal,fixed_10bps,5419,-0.2232,-0.2370,-0.0138,-570.9393,-0.2232,0.0000
campbell_rl_normal,fixed_10bps,5420,-0.2216,-0.2250,-0.0035,-557.2649,-0.2216,0.0000
campbell_rl_normal,fixed_10bps,5421,-0.2264,-0.2429,-0.0165,-566.3273,-0.2264,0.0000
campbell_rl_normal,fixed_10bps,5422,-0.2035,-0.2056,-0.0020,-542.3951,-0.2035,0.0000
campbell_rl_normal,fixed_10bps,5423,-0.2260,-0.2253,0.0006,-559.2931,-0.2260,0.0000
campbell_rl_normal,fixed_10bps,5424,-0.2212,-0.2243,-0.0031,-562.7204,-0.2212,0.0000
campbell_rl_normal,fixed_10bps,5425,-0.2176,-0.2075,0.0101,-551.1368,-0.2176,0.0000
campbell_rl_normal,fixed_10bps,5426,-0.2286,-0.2287,-0.0001,-557.8886,-0.2286,0.0000
campbell_rl_normal,fixed_10bps,5427,-0.2225,-0.2155,0.0070,-562.1438,-0.2225,0.0000
campbell_rl_normal,fixed_10bps,5428,-0.2221,-0.2293,-0.0072,-568.1927,-0.2221,0.0000
campbell_rl_normal,fixed_10bps,5429,-0.2272,-0.2269,0.0003,-560.7447,-0.2272,0.0000
campbell_rl_normal,fixed_10bps,5430,-0.2050,-0.2131,-0.0081,-542.3277,-0.2050,0.0000
campbell_rl_normal,fixed_10bps,5431,-0.2240,-0.2212,0.0028,-556.1767,-0.2240,0.0000
campbell_rl_normal,fixed_10bps,5432,-0.2158,-0.2178,-0.0021,-560.7752,-0.2158,0.0000
campbell_rl_normal,fixed_10bps,5433,-0.2220,-0.2216,0.0004,-558.9881,-0.2220,0.0000
campbell_rl_normal,fixed_10bps,5434,-0.2103,-0.2071,0.0032,-553.0392,-0.2103,0.0000
campbell_rl_normal,fixed_10bps,5435,-0.2093,-0.2087,0.0006,-545.3102,-0.2093,0.0000
campbell_rl_normal,fixed_10bps,5436,-0.2120,-0.2126,-0.0006,-552.6323,-0.2120,0.0000
campbell_rl_normal,fixed_10bps,5437,-0.2193,-0.2213,-0.0019,-562.5827,-0.2193,0.0000
campbell_rl_normal,fixed_10bps,5438,-0.2180,-0.2300,-0.0120,-564.9472,-0.2180,0.0000
campbell_rl_normal,fixed_10bps,5439,-0.2224,-0.2251,-0.0027,-561.7753,-0.2224,0.0000
campbell_rl_normal,fixed_10bps,5440,-0.2260,-0.2209,0.0052,-559.7004,-0.2260,0.0000
campbell_rl_normal,fixed_10bps,5441,-0.2174,-0.2103,0.0071,-558.3661,-0.2174,0.0000
campbell_rl_normal,fixed_10bps,5442,-0.2274,-0.2290,-0.0016,-572.9611,-0.2274,0.0000
campbell_rl_normal,fixed_10bps,5443,-0.2068,-0.2033,0.0035,-553.3555,-0.2068,0.0000
campbell_rl_normal,fixed_10bps,5444,-0.2217,-0.2209,0.0009,-561.6539,-0.2217,0.0000
campbell_rl_normal,fixed_10bps,5445,-0.2158,-0.2154,0.0004,-555.8493,-0.2158,0.0000
campbell_rl_normal,fixed_10bps,5446,-0.2085,-0.2075,0.0011,-549.5608,-0.2085,0.0000
campbell_rl_normal,fixed_10bps,5447,-0.2118,-0.2113,0.0005,-555.5868,-0.2118,0.0000
campbell_rl_normal,fixed_10bps,5448,-0.2276,-0.2319,-0.0043,-568.6844,-0.2276,0.0000
campbell_rl_normal,fixed_10bps,5449,-0.2247,-0.2410,-0.0162,-557.9969,-0.2247,0.0000
campbell_rl_normal,fixed_10bps,5450,-0.2164,-0.2224,-0.0060,-566.2127,-0.2164,0.0000
campbell_rl_normal,fixed_10bps,5451,-0.2221,-0.2209,0.0012,-560.3953,-0.2221,0.0000
campbell_rl_normal,fixed_10bps,5452,-0.2168,-0.2095,0.0072,-551.6020,-0.2168,0.0000
campbell_rl_normal,fixed_10bps,5453,-0.2277,-0.2252,0.0025,-569.1599,-0.2277,0.0000
campbell_rl_normal,fixed_10bps,5454,-0.2135,-0.2158,-0.0024,-554.0234,-0.2135,0.0000
campbell_rl_normal,fixed_10bps,5455,-0.2109,-0.2124,-0.0016,-549.0904,-0.2109,0.0000
campbell_rl_normal,fixed_10bps,5456,-0.2047,-0.1917,0.0130,-547.2257,-0.2047,0.0000
campbell_rl_normal,fixed_10bps,5457,-0.2161,-0.2090,0.0071,-562.4382,-0.2161,0.0000
campbell_rl_normal,fixed_10bps,5458,-0.2135,-0.2092,0.0043,-553.1966,-0.2135,0.0000
campbell_rl_normal,fixed_10bps,5459,-0.2290,-0.2317,-0.0027,-575.1441,-0.2290,0.0000
campbell_rl_normal,fixed_10bps,5460,-0.2305,-0.2262,0.0043,-566.2018,-0.2305,0.0000
campbell_rl_normal,fixed_10bps,5461,-0.2174,-0.2214,-0.0041,-561.3668,-0.2174,0.0000
campbell_rl_normal,fixed_10bps,5462,-0.2154,-0.2121,0.0033,-551.9146,-0.2154,0.0000
campbell_rl_normal,fixed_10bps,5463,-0.2117,-0.2201,-0.0084,-546.8917,-0.2117,0.0000
campbell_rl_normal,fixed_10bps,5464,-0.2213,-0.2209,0.0004,-555.2895,-0.2213,0.0000
campbell_rl_normal,fixed_10bps,5465,-0.2286,-0.2307,-0.0021,-565.8294,-0.2286,0.0000
campbell_rl_normal,fixed_10bps,5466,-0.2156,-0.2120,0.0036,-547.2856,-0.2156,0.0000
campbell_rl_normal,fixed_10bps,5467,-0.2158,-0.2215,-0.0057,-547.5680,-0.2158,0.0000
campbell_rl_normal,fixed_10bps,5468,-0.2159,-0.2094,0.0065,-555.6525,-0.2159,0.0000
campbell_rl_normal,fixed_10bps,5469,-0.2231,-0.2283,-0.0053,-558.6569,-0.2231,0.0000
campbell_rl_normal,fixed_10bps,5470,-0.2231,-0.2266,-0.0036,-563.8365,-0.2231,0.0000
campbell_rl_normal,fixed_10bps,5471,-0.2167,-0.2328,-0.0161,-550.9229,-0.2167,0.0000
campbell_rl_normal,fixed_10bps,5472,-0.2156,-0.2144,0.0012,-549.3997,-0.2156,0.0000
campbell_rl_normal,fixed_10bps,5473,-0.2171,-0.2198,-0.0027,-549.7975,-0.2171,0.0000
campbell_rl_normal,fixed_10bps,5474,-0.2148,-0.2192,-0.0043,-560.7207,-0.2148,0.0000
campbell_rl_normal,fixed_10bps,5475,-0.2084,-0.2092,-0.0008,-539.3161,-0.2084,0.0000
campbell_rl_normal,fixed_10bps,5476,-0.2191,-0.2122,0.0069,-562.1424,-0.2191,0.0000
campbell_rl_normal,fixed_10bps,5477,-0.2185,-0.2079,0.0106,-555.3228,-0.2185,0.0000
campbell_rl_normal,fixed_10bps,5478,-0.2156,-0.2174,-0.0018,-550.8421,-0.2156,0.0000
campbell_rl_normal,fixed_10bps,5479,-0.2192,-0.2221,-0.0029,-553.6763,-0.2192,0.0000
campbell_rl_normal,fixed_10bps,5480,-0.2145,-0.2055,0.0090,-547.2445,-0.2145,0.0000
campbell_rl_normal,fixed_10bps,5481,-0.2148,-0.2229,-0.0081,-561.1136,-0.2148,0.0000
campbell_rl_normal,fixed_10bps,5482,-0.2187,-0.2104,0.0083,-555.2223,-0.2187,0.0000
campbell_rl_normal,fixed_10bps,5483,-0.2075,-0.2010,0.0064,-545.6793,-0.2075,0.0000
campbell_rl_normal,fixed_10bps,5484,-0.2279,-0.2222,0.0057,-565.8604,-0.2279,0.0000
campbell_rl_normal,fixed_10bps,5485,-0.2195,-0.2278,-0.0083,-570.0031,-0.2195,0.0000
campbell_rl_normal,fixed_10bps,5486,-0.2227,-0.2273,-0.0046,-558.0815,-0.2227,0.0000
campbell_rl_normal,fixed_10bps,5487,-0.2252,-0.2237,0.0015,-564.9536,-0.2252,0.0000
campbell_rl_normal,fixed_10bps,5488,-0.2138,-0.2162,-0.0025,-557.3256,-0.2138,0.0000
campbell_rl_normal,fixed_10bps,5489,-0.2276,-0.2222,0.0054,-569.7768,-0.2276,0.0000
campbell_rl_normal,fixed_10bps,5490,-0.2291,-0.2331,-0.0040,-568.8414,-0.2291,0.0000
campbell_rl_normal,fixed_10bps,5491,-0.2350,-0.2545,-0.0195,-574.7043,-0.2350,0.0000
campbell_rl_normal,fixed_10bps,5492,-0.2200,-0.2241,-0.0040,-559.3725,-0.2200,0.0000
campbell_rl_normal,fixed_10bps,5493,-0.2092,-0.2053,0.0039,-550.1410,-0.2092,0.0000
campbell_rl_normal,fixed_10bps,5494,-0.2227,-0.2258,-0.0031,-569.8407,-0.2227,0.0000
campbell_rl_normal,fixed_10bps,5495,-0.2294,-0.2285,0.0009,-570.5472,-0.2294,0.0000
campbell_rl_normal,fixed_10bps,5496,-0.2200,-0.2223,-0.0024,-538.8320,-0.2200,0.0000
campbell_rl_normal,fixed_10bps,5497,-0.2087,-0.2004,0.0082,-542.4760,-0.2087,0.0000
campbell_rl_normal,fixed_10bps,5498,-0.2220,-0.2275,-0.0055,-562.3489,-0.2220,0.0000
campbell_rl_normal,fixed_10bps,5499,-0.2187,-0.2190,-0.0003,-560.9433,-0.2187,0.0000
campbell_rl_normal,inventory_gap,5000,-0.0142,-0.0158,-0.0016,173.4734,-0.0142,0.0000
campbell_rl_normal,inventory_gap,5001,-0.0118,-0.0098,0.0020,171.9418,-0.0118,0.0000
campbell_rl_normal,inventory_gap,5002,-0.0122,-0.0140,-0.0018,174.3896,-0.0122,0.0000
campbell_rl_normal,inventory_gap,5003,-0.0159,-0.0148,0.0011,178.1647,-0.0159,0.0000
campbell_rl_normal,inventory_gap,5004,-0.0126,-0.0152,-0.0026,175.0826,-0.0126,0.0000
campbell_rl_normal,inventory_gap,5005,-0.0141,-0.0158,-0.0016,174.6350,-0.0141,0.0000
campbell_rl_normal,inventory_gap,5006,-0.0102,-0.0114,-0.0011,172.4909,-0.0102,0.0000
campbell_rl_normal,inventory_gap,5007,-0.0140,-0.0150,-0.0009,172.5091,-0.0140,0.0000
campbell_rl_normal,inventory_gap,5008,-0.0133,-0.0107,0.0026,175.9740,-0.0133,0.0000
campbell_rl_normal,inventory_gap,5009,-0.0114,-0.0109,0.0005,170.5486,-0.0114,0.0000
campbell_rl_normal,inventory_gap,5010,-0.0108,-0.0113,-0.0004,175.7823,-0.0108,0.0000
campbell_rl_normal,inventory_gap,5011,-0.0151,-0.0124,0.0028,174.9318,-0.0151,0.0000
campbell_rl_normal,inventory_gap,5012,-0.0151,-0.0150,0.0001,175.9481,-0.0151,0.0000
campbell_rl_normal,inventory_gap,5013,-0.0093,-0.0117,-0.0023,168.2689,-0.0093,0.0000
campbell_rl_normal,inventory_gap,5014,-0.0107,-0.0104,0.0003,174.9560,-0.0107,0.0000
campbell_rl_normal,inventory_gap,5015,-0.0081,-0.0096,-0.0015,171.3874,-0.0081,0.0000
campbell_rl_normal,inventory_gap,5016,-0.0153,-0.0162,-0.0009,172.8077,-0.0153,0.0000
campbell_rl_normal,inventory_gap,5017,-0.0141,-0.0155,-0.0014,175.0214,-0.0141,0.0000
campbell_rl_normal,inventory_gap,5018,-0.0134,-0.0145,-0.0012,173.7777,-0.0134,0.0000
campbell_rl_normal,inventory_gap,5019,-0.0105,-0.0154,-0.0048,170.0503,-0.0105,0.0000
campbell_rl_normal,inventory_gap,5020,-0.0149,-0.0152,-0.0003,174.3099,-0.0149,0.0000
campbell_rl_normal,inventory_gap,5021,-0.0144,-0.0126,0.0019,174.2510,-0.0144,0.0000
campbell_rl_normal,inventory_gap,5022,-0.0113,-0.0117,-0.0004,174.7610,-0.0113,0.0000
campbell_rl_normal,inventory_gap,5023,-0.0150,-0.0181,-0.0031,176.2792,-0.0150,0.0000
campbell_rl_normal,inventory_gap,5024,-0.0128,-0.0161,-0.0032,170.6408,-0.0128,0.0000
campbell_rl_normal,inventory_gap,5025,-0.0147,-0.0136,0.0011,180.0218,-0.0147,0.0000
campbell_rl_normal,inventory_gap,5026,-0.0137,-0.0128,0.0009,176.3667,-0.0137,0.0000
campbell_rl_normal,inventory_gap,5027,-0.0112,-0.0122,-0.0010,172.7243,-0.0112,0.0000
campbell_rl_normal,inventory_gap,5028,-0.0144,-0.0135,0.0010,172.6378,-0.0144,0.0000
campbell_rl_normal,inventory_gap,5029,-0.0129,-0.0138,-0.0009,173.3864,-0.0129,0.0000
campbell_rl_normal,inventory_gap,5030,-0.0117,-0.0095,0.0022,173.7318,-0.0117,0.0000
campbell_rl_normal,inventory_gap,5031,-0.0084,-0.0110,-0.0026,169.6870,-0.0084,0.0000
campbell_rl_normal,inventory_gap,5032,-0.0109,-0.0100,0.0009,168.9782,-0.0109,0.0000
campbell_rl_normal,inventory_gap,5033,-0.0159,-0.0145,0.0014,178.0075,-0.0159,0.0000
campbell_rl_normal,inventory_gap,5034,-0.0093,-0.0126,-0.0032,168.7537,-0.0093,0.0000
campbell_rl_normal,inventory_gap,5035,-0.0109,-0.0118,-0.0008,172.1647,-0.0109,0.0000
campbell_rl_normal,inventory_gap,5036,-0.0110,-0.0094,0.0015,172.5580,-0.0110,0.0000
campbell_rl_normal,inventory_gap,5037,-0.0161,-0.0121,0.0041,180.9048,-0.0161,0.0000
campbell_rl_normal,inventory_gap,5038,-0.0107,-0.0149,-0.0041,170.5032,-0.0107,0.0000
campbell_rl_normal,inventory_gap,5039,-0.0138,-0.0145,-0.0007,171.3891,-0.0138,0.0000
campbell_rl_normal,inventory_gap,5040,-0.0127,-0.0123,0.0004,174.7660,-0.0127,0.0000
campbell_rl_normal,inventory_gap,5041,-0.0141,-0.0136,0.0005,176.1683,-0.0141,0.0000
campbell_rl_normal,inventory_gap,5042,-0.0143,-0.0141,0.0002,173.9073,-0.0143,0.0000
campbell_rl_normal,inventory_gap,5043,-0.0168,-0.0167,0.0000,178.1808,-0.0168,0.0000
campbell_rl_normal,inventory_gap,5044,-0.0154,-0.0175,-0.0021,177.6314,-0.0154,0.0000
campbell_rl_normal,inventory_gap,5045,-0.0167,-0.0111,0.0056,179.3780,-0.0167,0.0000
campbell_rl_normal,inventory_gap,5046,-0.0162,-0.0152,0.0010,178.2752,-0.0162,0.0000
campbell_rl_normal,inventory_gap,5047,-0.0108,-0.0129,-0.0020,173.5741,-0.0108,0.0000
campbell_rl_normal,inventory_gap,5048,-0.0102,-0.0138,-0.0036,169.5395,-0.0102,0.0000
campbell_rl_normal,inventory_gap,5049,-0.0135,-0.0155,-0.0019,175.4850,-0.0135,0.0000
campbell_rl_normal,inventory_gap,5050,-0.0130,-0.0128,0.0002,170.9602,-0.0130,0.0000
campbell_rl_normal,inventory_gap,5051,-0.0085,-0.0112,-0.0027,166.0015,-0.0085,0.0000
campbell_rl_normal,inventory_gap,5052,-0.0139,-0.0156,-0.0017,174.6163,-0.0139,0.0000
campbell_rl_normal,inventory_gap,5053,-0.0124,-0.0146,-0.0022,173.4781,-0.0124,0.0000
campbell_rl_normal,inventory_gap,5054,-0.0160,-0.0171,-0.0011,174.9193,-0.0160,0.0000
campbell_rl_normal,inventory_gap,5055,-0.0094,-0.0128,-0.0035,168.3682,-0.0094,0.0000
campbell_rl_normal,inventory_gap,5056,-0.0126,-0.0123,0.0003,172.8586,-0.0126,0.0000
campbell_rl_normal,inventory_gap,5057,-0.0130,-0.0176,-0.0046,173.6318,-0.0130,0.0000
campbell_rl_normal,inventory_gap,5058,-0.0078,-0.0137,-0.0059,168.7978,-0.0078,0.0000
campbell_rl_normal,inventory_gap,5059,-0.0163,-0.0150,0.0013,179.6717,-0.0163,0.0000
campbell_rl_normal,inventory_gap,5060,-0.0101,-0.0125,-0.0024,172.4062,-0.0101,0.0000
campbell_rl_normal,inventory_gap,5061,-0.0102,-0.0125,-0.0022,168.3868,-0.0102,0.0000
campbell_rl_normal,inventory_gap,5062,-0.0146,-0.0148,-0.0002,174.9579,-0.0146,0.0000
campbell_rl_normal,inventory_gap,5063,-0.0125,-0.0117,0.0008,174.5646,-0.0125,0.0000
campbell_rl_normal,inventory_gap,5064,-0.0145,-0.0145,0.0000,178.2813,-0.0145,0.0000
campbell_rl_normal,inventory_gap,5065,-0.0110,-0.0130,-0.0020,174.8782,-0.0110,0.0000
campbell_rl_normal,inventory_gap,5066,-0.0142,-0.0139,0.0003,176.9170,-0.0142,0.0000
campbell_rl_normal,inventory_gap,5067,-0.0146,-0.0129,0.0018,177.4099,-0.0146,0.0000
campbell_rl_normal,inventory_gap,5068,-0.0086,-0.0109,-0.0023,169.1497,-0.0086,0.0000
campbell_rl_normal,inventory_gap,5069,-0.0157,-0.0161,-0.0004,174.1534,-0.0157,0.0000
campbell_rl_normal,inventory_gap,5070,-0.0141,-0.0133,0.0008,175.5838,-0.0141,0.0000
campbell_rl_normal,inventory_gap,5071,-0.0202,-0.0154,0.0048,182.4707,-0.0202,0.0000
campbell_rl_normal,inventory_gap,5072,-0.0148,-0.0134,0.0014,177.7492,-0.0148,0.0000
campbell_rl_normal,inventory_gap,5073,-0.0149,-0.0150,-0.0000,176.9873,-0.0149,0.0000
campbell_rl_normal,inventory_gap,5074,-0.0156,-0.0168,-0.0013,175.8285,-0.0156,0.0000
campbell_rl_normal,inventory_gap,5075,-0.0120,-0.0096,0.0024,174.6304,-0.0120,0.0000
campbell_rl_normal,inventory_gap,5076,-0.0168,-0.0167,0.0001,177.9993,-0.0168,0.0000
campbell_rl_normal,inventory_gap,5077,-0.0092,-0.0125,-0.0033,173.5799,-0.0092,0.0000
campbell_rl_normal,inventory_gap,5078,-0.0161,-0.0161,-0.0000,180.3332,-0.0161,0.0000
campbell_rl_normal,inventory_gap,5079,-0.0100,-0.0137,-0.0037,170.9816,-0.0100,0.0000
campbell_rl_normal,inventory_gap,5080,-0.0110,-0.0123,-0.0012,168.5150,-0.0110,0.0000
campbell_rl_normal,inventory_gap,5081,-0.0162,-0.0176,-0.0014,174.5843,-0.0162,0.0000
campbell_rl_normal,inventory_gap,5082,-0.0136,-0.0144,-0.0007,176.2233,-0.0136,0.0000
campbell_rl_normal,inventory_gap,5083,-0.0166,-0.0153,0.0013,179.5501,-0.0166,0.0000
campbell_rl_normal,inventory_gap,5084,-0.0100,-0.0119,-0.0018,169.4704,-0.0100,0.0000
campbell_rl_normal,inventory_gap,5085,-0.0135,-0.0148,-0.0013,175.1391,-0.0135,0.0000
campbell_rl_normal,inventory_gap,5086,-0.0110,-0.0109,0.0001,175.5094,-0.0110,0.0000
campbell_rl_normal,inventory_gap,5087,-0.0098,-0.0101,-0.0003,174.1036,-0.0098,0.0000
campbell_rl_normal,inventory_gap,5088,-0.0129,-0.0116,0.0013,175.7798,-0.0129,0.0000
campbell_rl_normal,inventory_gap,5089,-0.0120,-0.0111,0.0010,176.9857,-0.0120,0.0000
campbell_rl_normal,inventory_gap,5090,-0.0165,-0.0114,0.0051,179.6782,-0.0165,0.0000
campbell_rl_normal,inventory_gap,5091,-0.0130,-0.0141,-0.0010,175.2610,-0.0130,0.0000
campbell_rl_normal,inventory_gap,5092,-0.0114,-0.0152,-0.0039,172.2645,-0.0114,0.0000
campbell_rl_normal,inventory_gap,5093,-0.0154,-0.0149,0.0005,174.9324,-0.0154,0.0000
campbell_rl_normal,inventory_gap,5094,-0.0147,-0.0131,0.0016,178.1790,-0.0147,0.0000
campbell_rl_normal,inventory_gap,5095,-0.0151,-0.0117,0.0033,174.1398,-0.0151,0.0000
campbell_rl_normal,inventory_gap,5096,-0.0105,-0.0132,-0.0026,170.4760,-0.0105,0.0000
campbell_rl_normal,inventory_gap,5097,-0.0131,-0.0135,-0.0005,174.7005,-0.0131,0.0000
campbell_rl_normal,inventory_gap,5098,-0.0157,-0.0137,0.0021,174.7320,-0.0157,0.0000
campbell_rl_normal,inventory_gap,5099,-0.0171,-0.0189,-0.0019,175.9997,-0.0171,0.0000
campbell_rl_normal,inventory_gap,5100,-0.0103,-0.0123,-0.0020,171.1771,-0.0103,0.0000
campbell_rl_normal,inventory_gap,5101,-0.0165,-0.0180,-0.0015,175.0492,-0.0165,0.0000
campbell_rl_normal,inventory_gap,5102,-0.0177,-0.0171,0.0006,180.0597,-0.0177,0.0000
campbell_rl_normal,inventory_gap,5103,-0.0140,-0.0119,0.0021,177.9462,-0.0140,0.0000
campbell_rl_normal,inventory_gap,5104,-0.0165,-0.0159,0.0006,175.4275,-0.0165,0.0000
campbell_rl_normal,inventory_gap,5105,-0.0147,-0.0137,0.0009,176.4444,-0.0147,0.0000
campbell_rl_normal,inventory_gap,5106,-0.0096,-0.0114,-0.0017,172.4655,-0.0096,0.0000
campbell_rl_normal,inventory_gap,5107,-0.0108,-0.0144,-0.0036,173.3167,-0.0108,0.0000
campbell_rl_normal,inventory_gap,5108,-0.0159,-0.0154,0.0005,179.6901,-0.0159,0.0000
campbell_rl_normal,inventory_gap,5109,-0.0174,-0.0134,0.0040,179.0410,-0.0174,0.0000
campbell_rl_normal,inventory_gap,5110,-0.0159,-0.0150,0.0009,178.2416,-0.0159,0.0000
campbell_rl_normal,inventory_gap,5111,-0.0150,-0.0125,0.0025,177.6753,-0.0150,0.0000
campbell_rl_normal,inventory_gap,5112,-0.0105,-0.0088,0.0017,174.2472,-0.0105,0.0000
campbell_rl_normal,inventory_gap,5113,-0.0117,-0.0110,0.0007,175.3188,-0.0117,0.0000
campbell_rl_normal,inventory_gap,5114,-0.0108,-0.0118,-0.0009,172.9724,-0.0108,0.0000
campbell_rl_normal,inventory_gap,5115,-0.0159,-0.0112,0.0047,178.9512,-0.0159,0.0000
campbell_rl_normal,inventory_gap,5116,-0.0119,-0.0141,-0.0022,172.8149,-0.0119,0.0000
campbell_rl_normal,inventory_gap,5117,-0.0166,-0.0183,-0.0017,178.8004,-0.0166,0.0000
campbell_rl_normal,inventory_gap,5118,-0.0136,-0.0133,0.0003,172.5578,-0.0136,0.0000
campbell_rl_normal,inventory_gap,5119,-0.0148,-0.0107,0.0041,178.8568,-0.0148,0.0000
campbell_rl_normal,inventory_gap,5120,-0.0134,-0.0135,-0.0001,176.0780,-0.0134,0.0000
campbell_rl_normal,inventory_gap,5121,-0.0142,-0.0134,0.0008,176.4554,-0.0142,0.0000
campbell_rl_normal,inventory_gap,5122,-0.0110,-0.0100,0.0010,177.1711,-0.0110,0.0000
campbell_rl_normal,inventory_gap,5123,-0.0147,-0.0109,0.0038,177.7733,-0.0147,0.0000
campbell_rl_normal,inventory_gap,5124,-0.0138,-0.0115,0.0023,174.0469,-0.0138,0.0000
campbell_rl_normal,inventory_gap,5125,-0.0154,-0.0131,0.0024,177.3790,-0.0154,0.0000
campbell_rl_normal,inventory_gap,5126,-0.0122,-0.0146,-0.0024,175.2438,-0.0122,0.0000
campbell_rl_normal,inventory_gap,5127,-0.0094,-0.0105,-0.0011,170.9024,-0.0094,0.0000
campbell_rl_normal,inventory_gap,5128,-0.0091,-0.0113,-0.0022,168.3311,-0.0091,0.0000
campbell_rl_normal,inventory_gap,5129,-0.0121,-0.0135,-0.0014,171.2154,-0.0121,0.0000
campbell_rl_normal,inventory_gap,5130,-0.0136,-0.0139,-0.0003,173.4175,-0.0136,0.0000
campbell_rl_normal,inventory_gap,5131,-0.0125,-0.0143,-0.0019,172.0598,-0.0125,0.0000
campbell_rl_normal,inventory_gap,5132,-0.0173,-0.0157,0.0017,180.6615,-0.0173,0.0000
campbell_rl_normal,inventory_gap,5133,-0.0119,-0.0123,-0.0004,173.5594,-0.0119,0.0000
campbell_rl_normal,inventory_gap,5134,-0.0082,-0.0105,-0.0023,170.1213,-0.0082,0.0000
campbell_rl_normal,inventory_gap,5135,-0.0139,-0.0132,0.0007,177.8084,-0.0139,0.0000
campbell_rl_normal,inventory_gap,5136,-0.0112,-0.0129,-0.0016,174.7834,-0.0112,0.0000
campbell_rl_normal,inventory_gap,5137,-0.0143,-0.0102,0.0040,175.5262,-0.0143,0.0000
campbell_rl_normal,inventory_gap,5138,-0.0137,-0.0137,0.0001,176.9671,-0.0137,0.0000
campbell_rl_normal,inventory_gap,5139,-0.0093,-0.0127,-0.0035,169.3133,-0.0093,0.0000
campbell_rl_normal,inventory_gap,5140,-0.0080,-0.0120,-0.0040,169.3487,-0.0080,0.0000
campbell_rl_normal,inventory_gap,5141,-0.0120,-0.0114,0.0007,174.2286,-0.0120,0.0000
campbell_rl_normal,inventory_gap,5142,-0.0143,-0.0113,0.0030,180.1590,-0.0143,0.0000
campbell_rl_normal,inventory_gap,5143,-0.0112,-0.0095,0.0016,176.2853,-0.0112,0.0000
campbell_rl_normal,inventory_gap,5144,-0.0147,-0.0160,-0.0013,176.1810,-0.0147,0.0000
